kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
ARTO;PT Bank Jago Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;12312422.0;0;0;3952606.0;1385625.0;0;7099937.0;8249455.0;8249455.0;0;0;9134.00.00;86024.0;86024.0;83761.0;83761.0;86024.0;0;970965.0;1418471.0
ASBI;Asuransi Bintang Tbk;G. Financials;G4. Insurance;G41. Insurance;G412. General Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;01.00;Ribuan / In Thousand;0;0;954657152.0;0;0;589914862.0;87096618.0;0;50000.0;355583491.0;355742467.0;0;0;12315070.0;16469192.0;16469192.0;45652975.0;45628515.0;16444732.0;24460.0;-7530900.0;19190886.0
ASDM;Asuransi Dayin Mitra Tbk;G. Financials;G4. Insurance;G41. Insurance;G412. General Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;0;0;822740369.0;0;0;461044434.0;48000000.0;;1067308.0;361695935.0;361695935.0;0;0;21217782.0;20260825.0;20260825.0;25526388.0;25526388.0;20260825.0;;-2512301.0;11241496.0
ASGR;Astra Graphia Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C224. Business Support Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15371.0;Jutaan / In Million;2226977.0;428301.0;2655278.0;941897.0;85728.0;1027625.0;134878.0;;57313.0;1627649.0;1627653.0;2655278.0;514197.0;111886.0;87311.0;87311.0;86455.0;86455.0;87311.0;;571084.0;1050982.0
ASHA;PT Cilacap Samudera Fishing Industry Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;25625038787.0;92308266625.0;117933305412.0;57930841642.0;13217386221.0;71148227863.0;75000000000.0;0;00.00;46785077549.0;46785077549.0;117933305412.0;28399847150.0;958019963.0;408670029.0;408670029.0;555854848.0;555854848.0;408670029.0;0;3874345706.0;8760651347.0
ASII;Astra International Tbk;C. Industrials;C3. Multi-sector Holdings;C31. Multi-sector Holdings;C311. Multi-sector Holdings;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Miliaran / In Billion;160262.0;207049.0;367311.0;103778.0;47918.0;151696.0;2024.00.00;0;1139.00.00;172053.0;215615.0;367311.0;51033.0;32350.0;25586.0;25586.0;27781.0;21755.0;20196.0;5390.00.00;16147.0;63947.0
ASLC;PT Autopedia Sukses Lestari Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E745. Automotive Retail;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;123578656464.0;265105431702.0;388684088166.0;308145042290.0;18936858059.0;327081900349.0;163153340480.0;0;00.00;31678967890.0;61602187817.0;388684088166.0;149581334156.0;35899423408.0;24184815167.0;24184815167.0;25999493963.0;11983857926.0;10452269022.0;13732546145.0;-30177799583.0;87936367734.0
ASPI;PT Andalan Sakti Primaindo Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;104489321256.0;289596891.0;104778918147.0;4927120612.0;26910552664.0;31837673276.0;68179482500.0;0;1974289174.0;65285008450.0;72941244871.0;104778918147.0;2159203643.0;-698498498.0;-698498498.0;-698498498.0;-672951730.0;-790269377.0;-816312321.0;117813823.0;14287744855.0;28630087706.0
ASRI;ALAM SUTERA REALTY Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;3034403543.0;18899571171.0;21933974714.0;3633263428.0;8764620050.0;12397883478.0;1964941189.0;0;676623405.0;9439263999.0;9536091236.0;21933974714.0;1509214050.0;158479487.0;142928791.0;142928791.0;149943326.0;152605281.0;145693623.0;-2764832.0;361045350.0;991033286.0
ASRM;Asuransi Ramayana Tbk;G. Financials;G4. Insurance;G41. Insurance;G412. General Insurance;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;1411160148272.0;0;0;862113850198.0;152141920000.0;0;1710209470.0;549024100507.0;549046298074.0;0;0;77767898297.0;64959423205.0;64959423205.0;59863973817.0;59861787683.0;64957198517.0;2224688.0;-14400532376.0;63562053431.0
ASSA;Adi Sarana Armada Tbk;K. Transportation & Logistic;K1. Transportation;K13. Passenger Land Transportation;K132. Road Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1061788861867.0;4970157871803.0;6031946733670.0;1182732810012.0;3083705933614.0;4266438743626.0;356173172000.0;;552675334239.0;1520210626866.0;1765507990044.0;6031946733670.0;1056701625742.0;223127584945.0;159581031996.0;159581031996.0;171894061692.0;155224067705.0;142627862504.0;16953169492.0;253897875807.0;446907759076.0
ATAP;PT Trimitra Prawara Goldland Tbk ;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;80088083235.0;12289818865.0;92377902100.0;12338439679.0;1747094751.0;14085534430.0;50000000000.0;;12227500000.0;78292367670.0;78292367670.0;92377902100.0;16215257308.0;7765353094.0;5523720887.0;5523720887.0;5558074701.0;5558074701.0;5523720887.0;;352857173.0;3503600168.0
ATIC;PT Anabatic Technologies Tbk;I. Technology;I1. Software & IT Services;I12. IT Services & Consulting;I121. IT Services & Consulting;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;2856972046868.0;1252316929435.0;4109288976303.0;3278315398016.0;757561901197.0;4035877299213.0;231536135500.0;0;572849215002.0;-123425439820.0;73411677090.0;4109288976303.0;876035213751.0;-136875727580.0;-244991538355.0;-243914362045.0;-241041815758.0;-273004349877.0;-268235568095.0;24321206050.0;-7882756824.0;493851457968.0
AUTO;Astra Otoparts Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E111. Auto Parts & Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;6621704.0;10325444.0;16947148.0;4320354.0;781163.0;5101517.0;481973.0;;2914054.0;10847592.0;11845631.0;16947148.0;1860738.0;755129.0;634931.0;634931.0;710808.0;682222.0;611348.0;23583.0;323468.0;1837380.0
AVIA;PT Avia Avian Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B113. Specialty Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;8886439.0;1987321.0;10873760.0;133.968.120.915;118459.0;1458140.0;619536.0;0;7793218.0;9412189.0;9415620.0;10873760.0;2825533.0;1844705.0;1434551.0;1434551.0;1430850.0;1430912.0;1434613.0;-62.0;-73170.0;1.288.214.014.542
AWAN;PT Era Digital Media Tbk;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;12214779.0;5629822.0;17844601.0;2313205.0;7762090.0;10075295.0;250000.0;;;7769306.0;7769306.0;17844601.0;16702411.0;8117735.0;5788675.0;9315659.0;9329796.0;9329796.0;9315659.0;;-1329916.0;213826.0
AXIO;PT Tera Data Indonusa Tbk;I. Technology;I2. Technology Hardware & Equipment;I22. Computer Hardware;I221. Computer Hardware;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;498983874194.0;197917508640.0;696901382834.0;394611516074.0;35263169839.0;429874685913.0;74908000000.0;;3541315072.0;253549988724.0;267026696921.0;696901382834.0;264976830227.0;174029630221.0;135134780004.0;135134780004.0;137077200973.0;135556590755.0;133663414137.0;1471365867.0;1685645642.0;18829083743.0
AYLS;PT Agro Yasa Lestari Tbk;B. Basic Materials;B1. Basic Materials;B12. Construction Materials;B121. Construction Materials;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;48014168762.0;2416326154.0;50430494916.0;1723951655.0;00.00;1723951655.0;42671160000.0;7058160000.0;0;48706543261.0;48706543261.0;50430494916.0;185914556.0;1487441487.0;1666531616.0;1666531616.0;1666531616.0;1666531616.0;1666531616.0;00.00;592678349.0;921879968.0
BABP;PT Bank MNC Internasional Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;14015360.0;0;0;11649903.0;2573254.0;0;592219.0;2365457.0;2365457.0;0;0;22547.0;12868.0;12868.0;2113.00.00;2113.00.00;12868.0;0;999218.0;2435149.0
BACA;PT Bank Capital Indonesia Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;22325883.0;0;0;20203112.0;707800.0;0;8488.00.00;2122771.0;2122771.0;0;0;48694.0;34785.0;34785.0;42252.0;42252.0;34785.0;0;3577937.0;7210501.0
BAJA;Saranacentral Bajatama Tbk;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B144. Iron & Steel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;543722430669.0;181784214497.0;725506645166.0;211939279423.0;297120421182.0;509059700605.0;180000000000.0;0;57658931667.0;216446944561.0;216446944561.0;725506645166.0;185452609726.0;130598627691.0;88523639594.0;88523639594.0;86891880212.0;86891880212.0;88523639594.0;0;43327625380.0;129329631431.0
BALI;PT Bali Towerindo Sentra Tbk.;J. Infrastructures;J3. Telecommunication;J32. Wireless Telecommunication Services;J321. Wireless Telecommunication Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;459258299276.0;4542140529681.0;5001398828957.0;645813931744.0;2003863364705.0;2649677296449.0;78691850000.0;0;159999203328.0;2351759278731.0;2351721532508.0;5001398828957.0;544717859013.0;215117354953.0;188536504140.0;188536504140.0;289915182695.0;289912454035.0;188533778753.0;2725387.0;32214196807.0;137076121882.0
BANK;PT Bank Aladin Syariah Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;2173162.0;0;0;88651.0;1324135.0;;10870.0;1046327.0;1046327.0;0;0;-121275.0;-121275.0;-121275.0;-113329.0;-113329.0;-121275.0;;1103002.0;1158523.0
BAPA;Bekasi Asri Pemula Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;24281768224.0;115289230111.0;139570998335.0;6792627578.0;378458261.0;7171085839.0;66178452000.0;0;-3502098555.0;132386646383.0;132399912496.0;139570998335.0;4034689405.0;-2015298510.0;-2052255452.0;-2052255452.0;-1807935174.0;-1807935174.0;-2052255452.0;0;-880160773.0;723563201.0
BATA;Sepatu Bata Tbk;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E412. Footwear;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;297612923.0;355129312.0;652742235.0;197108646.0;28708096.0;225816742.0;13000000.0;0;0;426926187.0;426925493.0;652742235.0;195765173.0;-64001214.0;-51233663.0;-51233663.0;-51043686.0;-51017992.0;-51207969.0;-25694.0;-55776624.0;2791111.0
BAUT;PT Mitra Angkasa Sejahtera Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E743. Home Improvement Retail;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;74558103962.0;18781889309.0;93339993271.0;45461521552.0;1881219061.0;47342740613.0;33500000000.0;;00.00;45990821454.0;45997252658.0;93339993271.0;21698368980.0;5645981484.0;4776347792.0;4776347792.0;4736500712.0;4740069508.0;4779916588.0;-3568796.0;-1331375485.0;-11707986630.0
BAYU;Bayu Buana Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E513. Travel Agencies;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;532610056318.0;202499073251.0;735109129569.0;258643354217.0;20343283157.0;278986637374.0;176610390000.0;0;0;452571566335.0;456122492195.0;735109129569.0;47128168075.0;796123137.0;306222936.0;306222936.0;66822456119.0;66938589063.0;514214911.0;-207991975.0;-33651409304.0;469088433523.0
BBCA;PT Bank Central Asia Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15567.5;Jutaan / In Million;0;0;1228344680.0;0;0;1019773758.0;1540938.0;0;5548977.0;202712762.0;202848934.0;0;0;38841174.0;31440159.0;31440159.0;31867065.0;31849276.0;31422660.0;17499.0;70840231.0;177268685.0
BBHI;PT Allo Bank Indonesia Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;4649357148732.0;0;0;3346086245899.0;1168293357100.0;;28888724813.0;1303270902833.0;1303270902833.0;0;0;219999042348.0;192474618193.0;192474618193.0;207757692138.0;207757692138.0;192474618193.0;;140107643999.0;246648900590.0
BBKP;PT Bank KB Bukopin Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;0;0;89215674.0;0;0;76009770.0;7000000.0;0;8286428.0;13205688.0;13205904.0;0;0;-3144025.0;-2302279.0;-2302279.0;-2299144.0;-2279110.0;-2282245.0;-20034.0;8973734.0;15627203.0
BBLD;Buana Finance Tbk;G. Financials;G2. Financing Service;G21. Consumer Financing;G211. Consumer Financing;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;3582868.0;0;0;2339047.0;411449.0;0;457.00.00;1243821.0;1243821.0;3582868.0;0;34803.0;28703.0;28703.0;41748.0;41748.0;28703.0;0;-198458.0;220751.0
BBMD;PT Bank Mestika Dharma Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15567.5;Satuan Penuh / Full Amount;0;0;15983152301240.0;0;0;11693332176560.0;818018000000.0;00.00;00.00;4289820124680.0;4289820124680.0;0;0;665573085996.0;519580026420.0;519580026420.0;400365248935.0;400365248935.0;519580026420.0;00.00;285442484759.0;959900316942.0
BBNI;PT Bank Negara Indonesia (Persero) Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;0;0;964837692.0;0;0;838317715.0;9054807.0;0;17010254.0;123738372.0;126519977.0;0;0;12550987.0;10977051.0;10977051.0;11722436.0;11620510.0;10898518.0;78533.0;83541419.0;173340293.0
BBRI;PT Bank Rakyat Indonesia (Persero) Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;1678097734.0;0;0;1386310930.0;7577950.0;;76242898.0;288734983.0;291786804.0;0;0;38591374.0;30755766.0;30755766.0;30333354.0;30629123.0;31066592.0;-310826.0;-17863377.0;153924601.0
BBRM;Pelayaran Nasional Bina Buana Raya Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;National and Foreign Corporation;Foreign Company;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;9029006.0;24617496.0;33646502.0;18593344.0;6947516.0;25540860.0;54270862.0;;33306963.0;8105642.0;8105642.0;33646502.0;1603060.0;753611.0;673121.0;673121.0;783448.0;783448.0;673121.0;;1636068.0;5919085.0
BBSI;PT Krom Bank Indonesia Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;2477550078760.0;0;0;403505741590.0;302652940500.0;0;1353841788706.0;2074044337170.0;2074044337170.0;0;0;84636012510.0;65718454436.0;65718454436.0;65935696506.0;65935696506.0;65718454436.0;0;-43809270635.0;118243795338.0
BBSS;PT Bumi Benowo Sukses Sejahtera Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;98593993868.0;156100465038.0;254694458906.0;1938535322.0;1937261687.0;3875797009.0;96000320400.0;0;152345472933.0;250572952943.0;250818661897.0;254694458906.0;1471061204.0;-926554331.0;-1094508876.0;-1094508876.0;-1082404705.0;-1082113659.0;-1094217830.0;-291046.0;6089703959.0;6816720959.0
BBTN;PT Bank Tabungan Negara (Persero) Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;371868311.0;0;0;327693592.0;5295000.0;0;2054454.0;21406647.0;21406647.0;0;0;2993320.0;2376227.0;2376227.0;1418802.0;1418802.0;2376227.0;0;6592352.0;41229907.0
BBYB;PT Bank Neo Commerce Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;11337809.0;0;0;8447982.0;942168.0;;2827225.0;2889827.0;2889827.0;0;0;-990420.0;-986289.0;-986289.0;-982239.0;-982239.0;-986289.0;;2048594.0;2397672.0
BCAP;MNC Kapital Indonesia Tbk;G. Financials;G5. Holding & Investment Companies;G51. Holding & Investment Companies;G511. Financial Holdings;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;0;0;21653968.0;0;0;15646157.0;4261885.0;0;1312867.0;5153278.0;6007811.0;0;0;167047.0;147170.0;147170.0;143486.0;142372.0;142181.0;4989.00.00;1083841.0;2827492.0
BCIC;PT Bank JTrust Indonesia Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;15567.5;Jutaan / In Million;0;0;21317575.0;0;0;18657788.0;12636175.0;0;1125357.0;2659787.0;2659787.0;0;0;-548472.0;-445423.0;-445423.0;-437561.0;-437561.0;-445423.0;;1348339.0;3375938.0
BCIP;Bumi Citra Permai Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;347736855343.0;539336210053.0;887073065396.0;101144035422.0;339230888173.0;440374923595.0;142991552500.0;;5289006517.0;434664789302.0;446698141801.0;887073065396.0;34508884396.0;3533027936.0;124179366.0;124179366.0;106133063.0;-1571127452.0;-1554217480.0;1678396846.0;3904321198.0;12465207579.0
BDKR;PT Berdikari Pondasi Perkasa Tbk.;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;338810038929.0;494326587968.0;833136626897.0;240805792038.0;89050071886.0;329855863924.0;86000000000.0;0;0;503280762973.0;503280762973.0;833136626897.0;187688196067.0;23262364418.0;28378533177.0;28378533177.0;28974993740.0;28974993740.0;28378533177.0;0;13267971773.0;23399598695.0
BDMN;PT Bank Danamon Indonesia Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;0;0;192207461.0;0;0;147010107.0;5995577.0;0;7985971.0;44648695.0;45197354.0;0;0;2280779.0;1667687.0;1667687.0;1874346.0;1759445.0;1571471.0;96216.0;1578129.0;18260606.0
BEBS;PT Berkah Beton Sadaya Tbk;B. Basic Materials;B1. Basic Materials;B12. Construction Materials;B121. Construction Materials;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;170441373851.0;557856029754.0;728297403605.0;45247298839.0;1203102874.0;46450401713.0;450000000000.0;0;91904751867.0;672982985583.0;681847001892.0;728297403605.0;150793109253.0;141121789896.0;110071266044.0;110071266044.0;110077536409.0;110086336409.0;110080066044.0;-8800000.0;26095846596.0;26330591176.0
